"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"país","paí",15.4458954334259,"país",0.24079442024231,"pais",1.93218517303467,"paí","país","país","país","país","país"
"pública","público",15.5070037841797,"públic",0.241660594940186,"public",1.94172430038452,"púb","públ","públi","públic","pública","pública"
"vila","vil",15.5686755180359,"vil",0.242505073547363,"vil",1.95056462287903,"vil","vila","vila","vila","vila","vila"
"animais","animar",15.6370959281921,"anim",0.243362188339233,"animal",1.95905256271362,"ani","anim","anima","animai","animais","animais"
"atrás","trás",15.6981320381165,"atrás",0.244224548339844,"atras",1.96773242950439,"atr","atrá","atrás","atrás","atrás","atrás"
"compra","comprar",15.7616198062897,"compr",0.245085000991821,"compr",1.97646427154541,"com","comp","compr","compra","compra","compra"
"comum","comum",15.8308758735657,"comum",0.245981454849243,"comum",1.98483490943909,"com","comu","comum","comum","comum","comum"
"controle","controlar",15.8934876918793,"control",0.246854543685913,"control",1.99329161643982,"con","cont","contr","contro","control","controle"
"dez","dez",15.9552140235901,"dez",0.247706890106201,"dez",2.00112128257751,"dez","dez","dez","dez","dez","dez"
"diferente","diferente",16.0222887992859,"diferent",0.248598098754883,"difer",2.00826334953308,"dif","dife","difer","difere","diferen","diferent"
"direção","direção",16.0826320648193,"direçã",0.249462366104126,"direc",2.01693081855774,"dir","dire","direç","direçã","direção","direção"
"existe","existir",16.143824338913,"exist",0.250323295593262,"exist",2.02543878555298,"exi","exis","exist","existe","existe","existe"
"filha","filhar",16.2128837108612,"filh",0.25117015838623,"filh",2.03450775146484,"fil","filh","filha","filha","filha","filha"
"fundo","fundar",16.2758772373199,"fund",0.252031564712524,"fund",2.0437548160553,"fun","fund","fundo","fundo","fundo","fundo"
"homens","homem",16.3443236351013,"homens",0.252888202667236,"hom",2.05395555496216,"hom","home","homen","homens","homens","homens"
"levar","levar",16.4057853221893,"lev",0.253756284713745,"lev",2.06932425498962,"lev","leva","levar","levar","levar","levar"
"mim","mim",16.4671618938446,"mim",0.254616975784302,"mim",2.07774567604065,"mim","mim","mim","mim","mim","mim"
"mãe","mãe",16.5341062545776,"mã",0.255492925643921,"mae",2.10476088523865,"mãe","mãe","mãe","mãe","mãe","mãe"
"paciente","pacientar",16.5944194793701,"pacient",0.256392955780029,"paci",2.11143398284912,"pac","paci","pacie","pacien","pacient","paciente"
"partido","partir",16.6561684608459,"part",0.257401704788208,"part",2.11870718002319,"par","part","parti","partid","partido","partido"
"político","político",16.7237298488617,"polít",0.258255481719971,"polit",2.12580418586731,"pol","polí","polít","políti","polític","político"
"sucesso","sucesso",16.7845435142517,"sucess",0.259100675582886,"sucess",2.13403224945068,"suc","suce","suces","sucess","sucesso","sucesso"
"trabalhando","trabalhar",16.8457639217377,"trabalh",0.259956121444702,"trabalh",2.14236688613892,"tra","trab","traba","trabal","trabalh","trabalha"
"votos","votos",16.9125590324402,"vot",0.260804653167725,"vot",2.15109872817993,"vot","voto","votos","votos","votos","votos"
"dia","dia",16.9744350910187,"dia",0.261642456054688,"dia",2.15971803665161,"dia","dia","dia","dia","dia","dia"
"jesus","jesu",17.0732343196869,"jesus",0.263173580169678,"jesu",2.16883778572083,"jes","jesu","jesus","jesus","jesus","jesus"
"vale","valar",17.1657421588898,"val",0.264698266983032,"val",2.17695546150208,"val","vale","vale","vale","vale","vale"
"celular","celular",17.2325744628906,"celul",0.265556335449219,"celul",2.18483638763428,"cel","celu","celul","celula","celular","celular"
"comparação","comparação",17.2936818599701,"compar",0.266413927078247,"compar",2.19236063957214,"com","comp","compa","compar","compara","comparaç"
"conhecimento","conhecer",17.3555006980896,"conhec",0.267253875732422,"conhec",2.19933700561523,"con","conh","conhe","conhec","conheci","conhecim"
"criar","criar",17.4255833625793,"cri",0.26809549331665,"cri",2.20692467689514,"cri","cria","criar","criar","criar","criar"
"curso","cursar",17.4871511459351,"curs",0.268933296203613,"curs",2.21538496017456,"cur","curs","curso","curso","curso","curso"
"diante","diante",17.5498459339142,"diant",0.269779205322266,"di",2.22257018089294,"dia","dian","diant","diante","diante","diante"
"diferentes","diferente",17.6161773204803,"diferent",0.277701139450073,"difer",2.22998762130737,"dif","dife","difer","difere","diferen","diferent"
"equipamentos","equipar",17.6774775981903,"equip",0.278949499130249,"equip",2.23804950714111,"equ","equi","equip","equipa","equipam","equipame"
"estrutura","estruturar",17.7393243312836,"estrutur",0.279964208602905,"estrut",2.24568629264832,"est","estr","estru","estrut","estrutu","estrutur"
"levantamento","levantar",17.8063778877258,"levant",0.280950546264648,"levant",2.25285649299622,"lev","leva","levan","levant","levanta","levantam"
"linha","linho",17.8664937019348,"linh",0.281920909881592,"linh",2.26137948036194,"lin","linh","linha","linha","linha","linha"
"modelo","modelar",17.9331176280975,"model",0.282919406890869,"model",2.26984071731567,"mod","mode","model","modelo","modelo","modelo"
"novamente","novos",17.9936528205872,"nov",0.283931255340576,"nov",2.27878665924072,"nov","nova","novam","novame","novamen","novament"
"online","online",18.0560913085938,"onlin",0.284847736358643,"onlin",2.28732919692993,"onl","onli","onlin","online","online","online"
"papel","papel",18.1246936321259,"papel",0.285731077194214,"papel",2.29554510116577,"pap","pape","papel","papel","papel","papel"
"partida","partir",18.1849205493927,"part",0.28658390045166,"part",2.30518674850464,"par","part","parti","partid","partida","partida"
"policial","policial",18.2453515529633,"policial",0.287442207336426,"polic",2.31238222122192,"pol","poli","polic","polici","policia","policial"
"prevenção","prevenção",18.3151450157166,"prevençã",0.288311243057251,"prevenc",2.32082080841064,"pre","prev","preve","preven","prevenç","prevençã"
"preços","preço",18.3776254653931,"prec",0.28916335105896,"prec",2.32966065406799,"pre","preç","preço","preços","preços","preços"
"primeiros","primeiro",18.4416801929474,"primeir",0.290020227432251,"prim",2.33775949478149,"pri","prim","prime","primei","primeir","primeiro"
"retorno","tornar",18.5111744403839,"retorn",0.290871620178223,"retorn",2.34617495536804,"ret","reto","retor","retorn","retorno","retorno"
"tendo","ter",18.5808897018433,"tend",0.291731834411621,"tend",2.35450625419617,"ten","tend","tendo","tendo","tendo","tendo"
"tentar","tentar",18.6717910766602,"tent",0.292603492736816,"tent",2.36224365234375,"ten","tent","tenta","tentar","tentar","tentar"
"vereador","verear",18.7316918373108,"vereador",0.293458461761475,"vere",2.36964964866638,"ver","vere","verea","veread","vereado","vereador"
"conselho","conselhar",18.7927391529083,"conselh",0.294308423995972,"conselh",2.37815117835999,"con","cons","conse","consel","conselh","conselho"
"desenvolvimento","envolver",18.8609216213226,"desenvolv",0.295320510864258,"desenvolv",2.38528370857239,"des","dese","desen","desenv","desenvo","desenvol"
"goiás","goiá",18.9236874580383,"goiás",0.29620623588562,"goi",2.39422917366028,"goi","goiá","goiás","goiás","goiás","goiás"
"minas","mina",18.9865694046021,"min",0.297052383422852,"min",2.40427756309509,"min","mina","minas","minas","minas","minas"
"mundial","mundial",19.0534839630127,"mundial",0.297905206680298,"mund",2.41136574745178,"mun","mund","mundi","mundia","mundial","mundial"
"natal","natal",19.113703250885,"natal",0.298756122589111,"natal",2.4196252822876,"nat","nata","natal","natal","natal","natal"
"polícia","polícia",19.2136189937592,"políc",0.300361633300781,"polici",2.42828869819641,"pol","polí","políc","políci","polícia","polícia"
"acontece","acontecer",19.2858157157898,"acontec",0.301217317581177,"acontec",2.45531892776489,"aco","acon","acont","aconte","acontec","acontece"
"amor","amor",19.3532211780548,"amor",0.302054405212402,"am",2.46210145950317,"amo","amor","amor","amor","amor","amor"
"anterior","anterior",19.4207308292389,"anterior",0.302895545959473,"anteri",2.46937608718872,"ant","ante","anter","anteri","anterio","anterior"
"análise","análise",19.4805371761322,"anális",0.303740262985229,"analis",2.4781482219696,"aná","anál","análi","anális","análise","análise"
"aplicativo","plicativo",19.5422523021698,"aplic",0.304598569869995,"aplic",2.485356092453,"apl","apli","aplic","aplica","aplicat","aplicati"
"atenção","tenção",19.6167967319489,"atençã",0.305444002151489,"atenc",2.49346423149109,"ate","aten","atenç","atençã","atenção","atenção"
"baixa","baixar",19.6784484386444,"baix",0.306279182434082,"baix",2.50252747535706,"bai","baix","baixa","baixa","baixa","baixa"
"caminho","caminhar",19.7479996681213,"caminh",0.307122945785522,"caminh",2.51123380661011,"cam","cami","camin","caminh","caminho","caminho"
"cenário","cenário",19.8084053993225,"cenári",0.307989358901978,"cen",2.51834535598755,"cen","cená","cenár","cenári","cenário","cenário"
"confirmou","confirmar",19.869560956955,"confirm",0.308836221694946,"confirm",2.52607703208923,"con","conf","confi","confir","confirm","confirmo"
"decidiu","decidir",19.9368960857391,"decid",0.309669971466064,"decid",2.53404569625854,"dec","deci","decid","decidi","decidiu","decidiu"
"doenças","doença",20.012460231781,"doenc",0.310519933700562,"doenc",2.5443160533905,"doe","doen","doenç","doença","doenças","doenças"
"energia","energia",20.0773532390594,"energ",0.311587333679199,"energ",2.55482530593872,"ene","ener","energ","energi","energia","energia"
"impacto","pactar",20.1435606479645,"impact",0.312496662139893,"impact",2.56297636032104,"imp","impa","impac","impact","impacto","impacto"
"jogar","jogar",20.2029805183411,"jog",0.313349485397339,"jog",2.57139492034912,"jog","joga","jogar","jogar","jogar","jogar"
"mostra","mostrar",20.2649400234222,"mostr",0.314427614212036,"mostr",2.5803234577179,"mos","most","mostr","mostra","mostra","mostra"
"mudar","mudar",20.3340179920197,"mud",0.315409421920776,"mud",2.58826303482056,"mud","muda","mudar","mudar","mudar","mudar"
"nove","novar",20.3978924751282,"nov",0.316308975219727,"nov",2.59639811515808,"nov","nove","nove","nove","nove","nove"
"passa","passar",20.4627947807312,"pass",0.317212343215942,"pass",2.60551357269287,"pas","pass","passa","passa","passa","passa"
"plataforma","plataforma",20.5314559936523,"plataform",0.318123817443848,"plataform",2.61461782455444,"pla","plat","plata","plataf","platafo","platafor"
"podemos","podar",20.5934791564941,"pod",0.319018125534058,"pod",2.62352466583252,"pod","pode","podem","podemo","podemos","podemos"
"possa","poder",20.6623857021332,"poss",0.319870233535767,"poss",2.63247275352478,"pos","poss","possa","possa","possa","possa"
"possui","possuir",20.7241411209106,"possu",0.32076096534729,"possu",2.64105677604675,"pos","poss","possu","possui","possui","possui"
"presente","presentar",20.7910301685333,"present",0.32160758972168,"pres",2.64823985099792,"pre","pres","prese","presen","present","presente"
"profissional","profissional",20.8595070838928,"profissional",0.322468757629395,"profiss",2.65524792671204,"pro","prof","profi","profis","profiss","profissi"
"prova","provar",20.9211618900299,"prov",0.323343276977539,"prov",2.66385006904602,"pro","prov","prova","prova","prova","prova"
"públicas","público",20.9832668304443,"públic",0.324222087860107,"public",2.6741418838501,"púb","públ","públi","públic","pública","públicas"
"realidade","real",21.0500380992889,"realidad",0.325111389160156,"real",2.68099880218506,"rea","real","reali","realid","realida","realidad"
"residência","residência",21.1110444068909,"resident",0.325982809066772,"resid",2.68892741203308,"res","resi","resid","residê","residên","residênc"
"responsabilidade","responsável",21.1738154888153,"respons",0.326840400695801,"respons",2.69610977172852,"res","resp","respo","respon","respons","responsa"
"saiu","sair",21.242401599884,"saiu",0.327682018280029,"saiu",2.70419454574585,"sai","saiu","saiu","saiu","saiu","saiu"
"vou","vá",21.3039510250092,"vou",0.328534126281738,"vou",2.71267247200012,"vou","vou","vou","vou","vou","vou"
"órgão","órgão",21.3763444423676,"órgã",0.329388856887817,"org",2.72166204452515,"órg","órgã","órgão","órgão","órgão","órgão"
"central","central",21.4503500461578,"central",0.330248832702637,"centr",2.72845339775085,"cen","cent","centr","centra","central","central"
"costa","costo",21.5167381763458,"cost",0.331098556518555,"cost",2.73817873001099,"cos","cost","costa","costa","costa","costa"
"flamengo","flamengo",21.5895533561707,"flameng",0.331966638565063,"flameng",2.74693822860718,"fla","flam","flame","flamen","flameng","flamengo"
"senado","senado",21.6923441886902,"sen",0.333562612533569,"sen",2.75433397293091,"sen","sena","senad","senado","senado","senado"
"agência","agência",21.7575702667236,"agênc",0.334578037261963,"agenc",2.76261019706726,"agê","agên","agênc","agênci","agência","agência"
"atacante","atacar",21.8263399600983,"atac",0.335446119308472,"atac",2.77035117149353,"ata","atac","ataca","atacan","atacant","atacante"
"atender","tender",21.8874700069427,"atend",0.336323738098145,"atend",2.77884650230408,"ate","aten","atend","atende","atender","atender"
"boletim","boletim",21.9550623893738,"boletim",0.337165117263794,"boletim",2.80835294723511,"bol","bole","bolet","boleti","boletim","boletim"
"certeza","certeza",22.0152499675751,"certez",0.33800220489502,"cert",2.81670260429382,"cer","cert","certe","certez","certeza","certeza"
"companhia","companhia",22.0761044025421,"companh",0.338840007781982,"companh",2.82493233680725,"com","comp","compa","compan","companh","companhi"
"comunicado","comunicar",22.1443774700165,"comunic",0.339682102203369,"comunic",2.83206033706665,"com","comu","comun","comuni","comunic","comunica"
"conforme","conformar",22.2062609195709,"conform",0.34052562713623,"conform",2.84061455726624,"con","conf","confo","confor","conform","conforme"
"disputa","disputar",22.2680315971375,"disput",0.341358661651611,"disput",2.84949088096619,"dis","disp","dispu","disput","disputa","disputa"
"estudantes","estudar",22.3346560001373,"estud",0.342191457748413,"estud",2.85793137550354,"est","estu","estud","estuda","estudan","estudant"
"falou","falar",22.39510679245,"fal",0.343020439147949,"fal",2.86609816551208,"fal","falo","falou","falou","falou","falou"
"filme","filmar",22.4561684131622,"film",0.343854188919067,"film",2.87438607215881,"fil","film","filme","filme","filme","filme"
"foco","focar",22.5233433246613,"foc",0.344707012176514,"foc",2.88261651992798,"foc","foco","foco","foco","foco","foco"
"gol","gol",22.5834228992462,"gol",0.345527172088623,"gol",2.89098763465881,"gol","gol","gol","gol","gol","gol"
"internacional","nacional",22.6524746417999,"internacional",0.346399068832397,"internac",2.89804100990295,"int","inte","inter","intern","interna","internac"
"marca","marcar",22.71324467659,"marc",0.34724497795105,"marc",2.90662932395935,"mar","marc","marca","marca","marca","marca"
